timestamp,request_id,latency_ms,status,status_code,sla_violation,fraud_score,response_latency_ms
2025-12-13T03:54:24.440962,1,70.5,success,200,0,0.295,242.25
2025-12-13T03:54:24.541460,2,60.4,success,200,0,0.515,276.58
2025-12-13T03:54:24.642965,3,49.54,success,200,0,0.497,221.3
2025-12-13T03:54:24.852982,5,53.54,success,200,0,0.107,244.47
2025-12-13T03:54:24.747981,4,74.92,success,200,0,0.729,308.79
2025-12-13T03:54:24.958044,6,72.13,success,200,0,0.311,250.79
2025-12-13T03:54:25.060868,7,67.34,success,200,0,0.023,298.76
2025-12-13T03:54:25.162512,8,174.21,success,200,0,0.345,849.45
2025-12-13T03:54:25.370359,10,304.14,success,200,0,0.219,1489.02
2025-12-13T03:54:25.580386,12,274.07,success,200,0,0.99,1348.16
2025-12-13T03:54:25.685430,13,253.11,success,200,0,0.736,1238.97
2025-12-13T03:54:25.475371,11,299.31,success,200,0,0.789,1473.93
2025-12-13T03:54:25.267573,9,344.35,success,200,0,0.182,1655.52
2025-12-13T03:54:25.999389,16,349.44,success,200,0,0.562,1720.52
2025-12-13T03:54:26.102812,17,336.15,success,200,0,0.907,1650.78
2025-12-13T03:54:25.790483,14,576.46,success,200,1,0.179,1788.01
2025-12-13T03:54:25.895592,15,559.4,success,200,1,0.838,1741.2
2025-12-13T03:54:26.972110,22,347.19,success,200,0,0.202,1716.34
2025-12-13T03:54:26.207875,18,510.18,success,200,1,0.502,1785.07
2025-12-13T03:54:26.951254,20,361.96,success,200,0,0.13,1790.06
2025-12-13T03:54:26.891492,19,375.52,success,200,0,0.984,1857.1
2025-12-13T03:54:26.951633,21,512.21,success,200,1,0.213,822.84
2025-12-13T03:54:26.989499,23,714.42,success,200,1,0.024,1786.97
2025-12-13T03:54:28.673654,26,377.64,success,200,0,0.294,1772.62
2025-12-13T03:54:28.759346,29,360.55,success,200,0,0.804,1758.84
2025-12-13T03:54:28.761953,30,360.07,success,200,0,0.117,1736.49
2025-12-13T03:54:28.769416,31,358.61,success,200,0,0.189,1753.81
2025-12-13T03:54:28.692825,27,376.07,success,200,0,0.984,1861.06
2025-12-13T03:54:30.563997,36,123.29,error,500,1,,
2025-12-13T03:54:29.513792,32,354.86,success,200,0,0.278,1751.38
2025-12-13T03:54:27.747844,24,713.32,success,200,1,0.276,1815.55
2025-12-13T03:54:30.563716,35,354.51,success,200,0,0.279,1743.44
2025-12-13T03:54:30.562965,33,355.28,success,200,0,0.235,1749.15
2025-12-13T03:54:30.563097,34,355.56,success,200,0,0.168,1748.07
2025-12-13T03:54:27.784565,25,918.66,success,200,1,0.11,1895.08
2025-12-13T03:54:30.564281,37,371.24,success,200,0,0.838,1826.55
2025-12-13T03:54:28.708294,28,899.36,success,200,1,0.231,1888.52
2025-12-13T03:54:31.315166,41,386.74,success,200,0,0.457,1912.12
